 53.3212, 99.6554, 86.8293, 50.2963, 26.0476
 38.8690, 89.1624, 46.6417, 54.0930, 22.5960
 95.5950, 54.1220, 41.4434, 76.5045, 47.4916
  7.2363,  0.7039, 49.8953, 76.9480, 26.2984
 48.5930, 94.5037, 10.1983, 98.0175, 14.7250
 96.4604, 85.9584, 84.5023, 75.7110, 63.3342
 68.2100,  0.9590, 15.4800, 97.0761, 63.0935
 65.4904, 97.6770, 40.7763, 82.1737, 99.5831
 86.1854, 89.2278, 16.4502, 84.3640, 87.7382
 41.9175, 56.1903, 56.9612,  5.7902,  6.9670
 34.8334,  7.8889, 65.6980, 40.5271, 65.9280
 33.3263, 38.4814, 10.8363, 34.7695, 98.1802
 53.7615,  5.4873, 61.8991, 13.6990, 30.7936
 98.8154, 25.4977, 79.4664, 77.7342, 63.5677
 53.7269, 99.5810, 93.4844, 59.0219, 98.8162
 79.4343, 80.3310, 67.4288, 55.6833, 81.4911
